id,VehicleModel,VehicleBody
1,Trailer,Trailer
2,Truck,Trailer Head
3,Truck,Truck
4,Truck,Truck Head
5,Nsx,Convertible
6,Nsx,Coupe
7,Tractor,Tractor
8,Tractor,Truck
9,Sewage Tanker,Sewarage Tanker
10,Tanker Trailer,Recovery Trailer
11,E850,Roller
12,145,Saloon
13,156,Sedan
14,156,Station
15,159,Sedan
16,4c,Coupe
17,8c,Coupe
18,Brera,Coupe
19,Giulietta,Hatchback
20,Giulietta,Saloon
21,Gt,Coupe
22,Mito,Hatchback
23,Spider,Coupe
24,Unknown,Sedan
25,Unknown,SUV
26,Arx 23,Roller
27,Asc 100,Drum Roller
28,Well Excavator,Well Excavator
29,Motor Cycle,Mobike
30,Atom,Coupe
31,Avia D756 P/Up,Pick-Up
32,Eagle,Mini Bus
33,Falcon,Bus
34,Oyster,Bus
35,Pick-Up,Pick-Up
36,Truck,Refrigerator Truck
37,Viking Bus,Bus
38,Wb 222,Bus
39,Db7,Convertible
40,Db7,Coupe
41,Db9,Convertible
42,Db9,Coupe
43,Dbs,Convertible
44,Dbs,Coupe
45,Dbs Superleggera,Coupe
46,Lagonda,Sedan
47,One 77,Coupe
48,Rapide,Coupe
49,Rapide,Sedan
50,Rapide S,Sedan
51,Unknown,Coupe
52,V12 Vantage,Coupe
53,Vanguish,Coupe
54,Vanquish,Convertible
55,Vanquish,Coupe
56,Vantage,Convertible
57,Vantage,Coupe
58,Vantage,Saloon
59,Vantage Roadster,Coupe
60,Copco,Drilling Rig
61,Excavator,Drum Roller
62,Excavator,Excavator
63,Flat Bed Semi Trailer,Flat Bed
64,Flat Bed Semi Trailer,Trailer
65,Tanker Trailer,Trailer
66,Tipper Trailer,Trailer
67,Vehicle Trailer,Others
68,Vehicle Trailer,Trailer
69,Vehicle Trailer,Trailer Lowbed
70,100,Saloon
71,A1,Coupe
72,A1,Hatchback
73,A1,Saloon
74,A3,Cabriolet
75,A3,Hatchback
76,A3,Sedan
77,A4,Convertible
78,A4,Saloon
79,A4,Sedan
80,A5,Cabriolet
81,A5,Convertible
82,A5,Coupe
83,A5,Hatchback
84,A5,Saloon
85,A5,Sedan
86,A5 Sportback,Unknown
87,A6,Estate
88,A6,Saloon
89,A6,Sedan
90,A6,Unknown
91,A7,Hatchback
92,A7,Saloon
93,A7,Sedan
94,A8,Coupe
95,A8,Saloon
96,A8,Sedan
97,A8,Unknown
98,A8l,Saloon
99,A8l,Sedan
100,Q3,Station
101,Q3,SUV
102,Q5,SUV
103,Q7,SUV
104,Q7,Unknown
105,R8,Convertible
106,R8,Coupe
107,R8 Spyder,Convertible
108,Rs 6,Sedan
109,Rs3,Hatchback
110,Rs3,Saloon
111,Rs3,Sedan
112,Rs4,Estate
113,Rs4,Saloon
114,Rs4,Sedan
115,Rs5,Coupe
116,Rs6,Estate
117,Rs6,Saloon
118,Rs7,Coupe
119,Rs7,Hatchback
120,Rs7,Sedan
121,Rsq3,SUV
122,S3,Hatchback
123,S3,Sedan
124,S4,Sedan
125,S5,Cabriolet
126,S5,Coupe
127,S5,Hatchback
128,S6,Saloon
129,S6,Sedan
130,S7,Saloon
131,S7,Sedan
132,S8,Saloon
133,S8,Sedan
134,S8,Unknown
135,Sq5,SUV
136,Tt,Convertible
137,Tt,Coupe
138,Tt,Unknown
139,Tt Roadster,Coupe
140,Tts Roadster,Coupe
141,Dumber,Dumper
142,Dumber,Fork Lift
143,Dumber,Truck
144,Forklift,Forklift
145,Mono,Race Car
146,A115,Sedan
147,135cc,Mobike
148,200cc,Mobike
149,220 Cc,Mobike
150,Avenger,Mobike
151,Cc 125,Mobike
152,Cc 150,Mobike
153,Cc 180,Mobike
154,Pulsar,Mobike
155,Pulsar,Pick-Up
156,Drilling Rig,Drilling Rig
157,Driller,Drilling Rig
158,Pick Up,Pick-Up
159,Pick Up,Unknown
160,Service Truck,Excavator
161,Truck,Drilling Rig
162,Water Tanker,Water Tanker
163,1936 S,Trailer
164,B40d,Dumper
165,Arnage,Sedan
166,Arnage R,Coupe
167,Azure,Convertible
168,Azure,Coupe
169,Azure,Saloon
170,Bentayga,Station Wagon
171,Bentayga,SUV
172,Brooklands,Coupe
173,Brooklands,Saloon
174,Brooklands,Unknown
175,Continental,Convertible
176,Continental,Coupe
177,Continental,Saloon
178,Continental,Sedan
179,Continental Flying Spur,Saloon
180,Continental Flying Spur,Sedan
181,Continental Gt,Coupe
182,Continental Gt,Saloon
183,Continental Gt Speed,Coupe
184,Continental Gtc,Coupe
185,Continental Supersports,Saloon
186,Flying Spur,Coupe
187,Flying Spur,Saloon
188,Flying Spur,Sedan
189,Flying Spur Speed,Coupe
190,Mulsanne,Saloon
191,Mulsanne,Sedan
192,Turbo R,Sedan
193,Chopper,Mobike
194,Dental Mobile,Dental Mobile
195,116,Hatchback
196,116,Saloon
197,116,Sedan
198,318,Coupe
199,318,Saloon
200,318,Sedan
201,320,Coupe
202,320,Saloon
203,320,Sedan
204,320,Unknown
205,325,Saloon
206,325,Sedan
207,325,Unknown
208,328,Coupe
209,328,Saloon
210,520,Saloon
211,520,Sedan
212,523,Saloon
213,523,Sedan
214,525,Saloon
215,525,Sedan
216,528,Saloon
217,528,Sedan
218,530,Saloon
219,535,Saloon
220,535,Sedan
221,540,Sedan
222,545,Sedan
223,728,Sedan
224,728,Unknown
225,730,Saloon
226,730,Sedan
227,735,Saloon
228,735,Sedan
229,745,Sedan
230,750,Saloon
231,750,Sedan
232,850,Sedan
233,116i,Hatchback
234,116i,Saloon
235,118i,Hatchback
236,118i,Saloon
237,118i,Sedan
238,120 I,Coupe
239,120i,Convertible
240,120i,Hatchback
241,120i,Sedan
242,125 Ci,Coupe
243,125i,Convertible
244,125i,Coupe
245,125i,Hatchback
246,128i,Coupe
247,130 I,Sedan
248,130i,Convertible
249,135 I,Coupe
250,135i,Convertible
251,135i,Hatchback
252,1m,Coupe
253,218i Active Tourer,SUV
254,220i,Coupe
255,225i,SUV
256,228i,Coupe
257,230i,Convertible
258,230i,Coupe
259,235i,Coupe
260,316 I,Saloon
261,316 I,Sedan
262,316 I,Unknown
263,316i,Hatchback
264,318 Ci,Coupe
265,318 Ia,Saloon
266,318 Ia,Sedan
267,318ci,Convertible
268,318i,Coupe
269,318i,Sedan
270,320 I,Sedan
271,320 Ia,Saloon
272,320 Ia,Sedan
273,320ci,Convertible
274,320ci,Coupe
275,320i,Saloon
276,320i,Sedan
277,320i,Unknown
278,323i,Saloon
279,323i,Sedan
280,325ci,Convertible
281,325ci,Coupe
282,325i,Convertible
283,325i,Coupe
284,325i,Saloon
285,325i,Sedan
286,328ci,Coupe
287,328i,Saloon
288,328i,Sedan
289,328li,Saloon
290,328li,Sedan
291,330ci,Convertible
292,330ci,Coupe
293,330ci,Saloon
294,330i,Convertible
295,330i,Coupe
296,330i,Saloon
297,330i,Sedan
298,330li,Saloon
299,330li,Sedan
300,335 X I,Sedan
301,335ci,Convertible
302,335ci,Coupe
303,335ci,Saloon
304,335i,Coupe
305,335i,Saloon
306,335i,Sedan
307,340i,Sedan
308,420i,Cabriolet
309,420i,Convertible
310,420i,Coupe
311,420i,Saloon
312,420i,Sedan
313,420i Gran Coupe,Convertible
314,420i Gran Coupe,Saloon
315,428i,Cabriolet
316,428i,Convertible
317,428i,Coupe
318,428i,Saloon
319,428i Gran Coupe,Coupe
320,428i Gran Coupe,Saloon
321,428i Gran Coupe,Sedan
322,430i,Cabriolet
323,430i,Convertible
324,430i,Coupe
325,430i,Sedan
326,430i Gran Coupe,Coupe
327,430i Gran Coupe,Saloon
328,430i Gran Coupe,Sedan
329,435 I,Coupe
330,435i,Convertible
331,435i,Coupe
332,435i Gran Coupe,Coupe
333,435i Gran Coupe,Hatchback
334,435i Gran Coupe,Saloon
335,435i Gran Coupe,Unknown
336,440i,Convertible
337,440i,Coupe
338,440i,Saloon
339,440i Gran Coupe,Convertible
340,440i Gran Coupe,Coupe
341,440i Gran Coupe,Saloon
342,440i Gran Coupe,Unknown
343,5 Series Gt,Hatchback
344,520 Ia,Saloon
345,520i,Coupe
346,520i,Saloon
347,520i,Sedan
348,523i,Saloon
349,523i,Sedan
350,523ia,Saloon
351,523ia,Sedan
352,523ia,Unknown
353,525 I,Sedan
354,525 I,Unknown
355,525 Ia,Sedan
356,525i,Saloon
357,525i,Unknown
358,528i,Saloon
359,528i,Sedan
360,530 I,Saloon
361,530 I,Sedan
362,530i,Saloon
363,530i,Sedan
364,530i Limousine,Saloon
365,530i Limousine,Sedan
366,530li,Sedan
367,535i,Saloon
368,535i Gt,Saloon
369,535i Gt,Sedan
370,540i,Sedan
371,540i,Unknown
372,550i,Saloon
373,550i,Sedan
374,550ia,Saloon
375,630ci,Convertible
376,630ci,Coupe
377,630i,Convertible
378,630i,Coupe
379,630i,Saloon
380,630i,Sedan
381,635 Csi,Unknown
382,635i,Coupe
383,640 I Grand Coupe,Unknown
384,640i,Convertible
385,640i,Coupe
386,640i,Saloon
387,640i,Sedan
388,640i Gran Coupe,Coupe
389,645ci,Convertible
390,645ci,Coupe
391,645ci,Saloon
392,645i,Coupe
393,650ci,Convertible
394,650i,Convertible
395,650i,Coupe
396,650i,Saloon
397,650i,Sedan
398,650i Cabrio,Coupe
399,650i Gran Coupe,Sedan
400,728il,Unknown
401,728li,Saloon
402,728li,Sedan
403,730 Li,Unknown
404,730i,Saloon
405,730i,Sedan
406,730i,Unknown
407,730li,Saloon
408,730li,Sedan
409,733i,Sedan
410,735i,Sedan
411,735li,Saloon
412,735li,Sedan
413,740 Il,Unknown
414,740i,Saloon
415,740i,Sedan
416,740li,Saloon
417,740li,Sedan
418,740li,Van
419,745i,Saloon
420,745i,Sedan
421,745li,Sedan
422,750 Ial,Saloon
423,750i,Saloon
424,750i,Sedan
425,750li,Bus
426,750li,Saloon
427,750li,Sedan
428,760li,Saloon
429,760li,Sedan
430,Alpina,Coupe
431,Alpina,Saloon
432,Alpina,Sedan
433,Alpina B10,Sedan
434,Alpina B6,Coupe
435,B3,Coupe
436,Bmw  C I320,Coupe
437,F 800 Gs,Mobike
438,Gran Coupe 640i,Coupe
439,Gran Coupe 640i,Saloon
440,Gran Coupe 640i,Sedan
441,Gran Coupe 650i,Sedan
442,I8,Coupe
443,M1,Coupe
444,M2,Coupe
445,M235i,Cabriolet
446,M235i,Convertible
447,M235i,Coupe
448,M240i,Coupe
449,M3,Convertible
450,M3,Coupe
451,M3,Sedan
452,M4,Cabriolet
453,M4,Convertible
454,M4,Coupe
455,M5,Saloon
456,M5,Sedan
457,M5touring,Sedan
458,M6,Convertible
459,M6,Coupe
460,M6,Saloon
461,M6,Sedan
462,M6 Gran Coupe,Convertible
463,M6 Gran Coupe,Sedan
464,M850i,Coupe
465,R 1250,Mobike
466,R Nine T,Mobike
467,S 1000 R,Mobike
468,S 1000 Rr,Mobike
469,X 5,Unknown
470,X1,Station
471,X1,SUV
472,X3,SUV
473,X4,SUV
474,X5,SUV
475,X6,SUV
476,X6,SUV Coupe
477,X6 50,Unknown
478,X7,SUV
479,Z3,Convertible
480,Z3,Coupe
481,Z3,Sedan
482,Z3 Roadster,Coupe
483,Z4,Cabriolet
484,Z4,Coupe
485,Z4,Saloon
486,Z4,Sedan
487,Z4m,Convertible
488,Z4m,Coupe
489,Z8,Convertible
490,Z8,Saloon
491,Loader,Loader
492,Loader,Shovel
493,Loader 751,Shovel
494,S130,Loader
495,S150 Loader,Loader
496,S150 Loader,Shovel
497,S150 Loader,Wheel Loader
498,S450,Loader
499,S510,Roller
500,Shovel,Excavator
501,Shovel,Fork Lift
502,Shovel,Shovel
503,Skidsteer,Loader
504,Tl400 Forklift,Fork Lift
505,Wheel Loader,Wheel Loader
506,Roller,Roller
507,Roller Bw20r,Roller
508,Jxk611,Bus
509,Bx5,SUV
510,Frv Cross,SUV
511,Fsv,Sedan
512,H530,Sedan
513,V5,SUV
514,Bugatti,Coupe
515,Chiron,Convertible
516,Le-Sabre,"Saloon, S/W"
517,Road Master,Saloon
518,Ats,Coupe
519,Ats,Saloon
520,Ats,Sedan
521,Ats-V,Coupe
522,Ats-V,Sedan
523,Bls,Saloon
524,Bls,Sedan
525,Brougham,Sedan
526,Classic Tiffany,Coupe
527,Ct6,Sedan
528,Cts,Coupe
529,Cts,Saloon
530,Cts,Sedan
531,Cts,Unknown
532,Cts Coupe,Coupe
533,Cts-V,Coupe
534,Cts-V,Saloon
535,Cts-V,Sedan
536,Deville,Convertible
537,Deville,Coupe
538,Deville,Sedan
539,Deville,Unknown
540,Dts,Saloon
541,Dts,Sedan
542,Eldeora,Coupe
543,Eldorado,Saloon
544,Eldorado,Sedan
545,Escalade,SUV
546,Escalade Esv,SUV
547,Escalade Ext,Truck
548,Fleetwood,Sedan
549,Sls,Sedan
550,Srx,Station
551,Srx,SUV
552,Sts,Sedan
553,Sts-V,Saloon
554,Sts-V,Sedan
555,Xt4,SUV
556,Xt5,SUV
557,Xts,Sedan
558,570t,Excavator And Shovel
559,Backhoe Loader,Loader
560,Case,Loader
561,Case,Shovel
562,Loader,Excavator
563,Skid Loader,Loader
564,Skid Loader,Shovel
565,Bachoe Loader,Wheel Loader
566,Bulldozer,Bulldozer
567,Forklift,Fork Lift
568,Grader,Grader
569,Scraper,Scraper
570,Skidsteer,Asphalt
571,Super,Crusher
572,Super,Sedan
573,216,Shovel
574,980,Loader
575,980,Shovel
576,140 G,Grader
577,140 G,Shovel
578,14h Grader,Grader
579,216 B,Shovel Wheel Loader
580,216 B,Skid Steer Loader
581,216 B3,Bus
582,226 B,Loader
583,226 B,Shovel
584,226 B,Skid Steer Loader
585,320bl,Excavator
586,330 Cl,Excavator
587,330d,Excavator
588,424z,Shovel Execavator
589,930 H,Shovel
590,950 G,Shovel
591,950 Shovel,Shovel
592,950 Shovel,Shovel Wheel Loader
593,950b,Shovel
594,950b,Wheel Loader
595,950h,Shovel
596,950h,Shovel Wheel Loader
597,966f/Ii,Shovel Wheel Loader
598,Baby Loader,Loader
599,Backhoe,Fork Lift
600,Backhoe,Loader
601,Bulldozer D8r,Bulldozer
602,Compactor,Compactor
603,Crane,Crane
604,D8r,Bulldozer
605,D8r,Tractor
606,D9r,Bulldozer
607,Dozer,Bulldozer
608,Dp 30 Nt,Forklift
609,Dp 50 Cnt,Forklift
610,Dumper,Dumper
611,Dumper Truck,Dump Truck
612,Dumper Truck,Dumper
613,F 938,Wheel Loader
614,F 950,Loader
615,F 950,Shovel
616,Forklift,Excavator
617,M 594 C,Side Boom
618,Roller,Excavator
619,Roller,Sedan
620,Scraper,Shovel
621,Shovel,Bulldozer
622,Shovel 966,Shovel
623,Shovel 966,Shovel Wheel Loader
624,Skid Steer,Skidsteer
625,Skid Steer Loader,Loader
626,Skid Steer Loader,Skip Loader
627,Telehandler,Telehandler
628,Th417c,Telehandler
629,Th580b,Loader
630,Th580b,Telehandler
631,Th580b,Truck
632,Tipper,Tipper Truck
633,Truck,Dump Truck
634,Truck,Fork Lift
635,Truck,Loader
636,Truck,Tanker
637,Truck,Telehandler
638,5028sc,Van
639,Cs35,SUV
640,Cs75,SUV
641,Eado,Sedan
642,E5,Sedan
643,H13,Bus
644,P5,Mini Bus
645,Qq,Saloon
646,Tiggo,SUV
647,Tiggo 5,SUV
648,1500 Express,MPV
649,1500 Express,Pick-Up
650,3500 D,Pick-Up
651,Ambulance,Ambulance
652,Ampala,Ambulance
653,Ampala,Saloon
654,Ampala,Sedan
655,Astro,MPV
656,Astro,Pick-Up
657,Astro,SUV
658,Astro,Unknown
659,Astro,Van
660,Avalanche,Pick-Up
661,Avalanche,Pick-Up Double Cab
662,Aveo,Hatchback
663,Aveo,Saloon
664,Aveo,Sedan
665,Aveo-5,Hatchback
666,Blazer,SUV
667,Bolt Ev,Hatchback
668,Camaro,Convertible
669,Camaro,Coupe
670,Caprice,Saloon
671,Caprice,Sedan
672,Caprice Ls,Saloon
673,Caprice Ls,Sedan
674,Caprice Ls,Unknown
675,Caprice Ltz,Saloon
676,Caprice Ltz,Sedan
677,Caprice Royal,Saloon
678,Caprice Royal,Sedan
679,Caprice Ss,Saloon
680,Captiva,SUV
681,Captiva,Unknown
682,Cavaliar,Saloon
683,Cavaliar,Sedan
684,Cavalier,Sedan
685,Chevy,Sedan
686,Colorado,Pick-Up
687,Colorado,Pick-Up Double Cab
688,Corvette,Convertible
689,Corvette,Coupe
690,Corvette,Saloon
691,Corvette Convertible,Coupe
692,Corvette Stingray,Coupe
693,Cruze,Hatchback
694,Cruze,Saloon
695,Cruze,Sedan
696,Cruze Lt,Saloon
697,Cruze Lt,Sedan
698,Csv,Sedan
699,Csv Cr8,Saloon
700,Csv Cr8,Sedan
701,Epica,Saloon
702,Epica,Sedan
703,Epica,Unknown
704,Equinox,SUV
705,Express,Van
706,G Van,Ambulance
707,G Van,Van
708,Impala,Saloon
709,Impala,Sedan
710,Impala Ltz,Saloon
711,Impala Ltz,Sedan
712,Lumina,Coupe
713,Lumina,Saloon
714,Lumina,Sedan
715,Lumina,Unknown
716,Lumina Coupe,Coupe
717,Lumina Csv Cr8,Saloon
718,Lumina Ls,Saloon
719,Lumina Ls,Sedan
720,Lumina Ltz,Saloon
721,Lumina S,Saloon
722,Lumina S,Sedan
723,Lumina Ss,Coupe
724,Lumina Ss,Saloon
725,Luv P/Up,Pick-Up
726,Malibu,Saloon
727,Malibu,Sedan
728,Malibu,Unknown
729,N300,Pick-Up
730,Optra,Saloon
731,Optra,Sedan
732,Optra,Unknown
733,S 10,MPV
734,S 10,Pick-Up
735,S 10,Unknown
736,Savanah,Van
737,Silvarado,Pick-Up
738,Silvardo,SUV
739,Silverado,Pick-Up 2-Door Regular Cab
740,Silverado,Pick-Up 4-Door Double Cab
741,Silverado,Unknown
742,Sonic,Hatchback
743,Sonic,Saloon
744,Sonic,Sedan
745,Spark,Hatchback
746,Spark,Saloon
747,Spark,Sedan
748,Ssr,Coupe/Cabriolet
749,Ssr,Pick-Up
750,Step,SUV
751,Suburban,SUV
752,Tahoe,SUV
753,Tahoe 4x4,SUV
754,Tahoe 4x4,Unknown
755,Trailblazer,SUV
756,Traverse,SUV
757,Traverse 2lt,SUV
758,Traverse L.S.,Station
759,Traverse L.S.,SUV
760,Traverse Ltz,Station
761,Traverse Ltz,SUV
762,Traverse Ltz,Unknown
763,Trax,Station Wagon
764,Trax,SUV
765,Trax,Unknown
766,Uplander,MPV
767,Uplander,Station
768,Uplander,Station Wagon
769,Venture,MPV
770,Venture,Van
771,Work Tk,Pick-Up
772,200,Coupe
773,200,Sedan
774,200c,Sedan
775,300 C,Sedan
776,300 Srt8,Sedan
777,300c,Saloon
778,Crossfire,Convertible
779,Crossfire,Coupe
780,Crossfire,Sedan
781,Grand Voyager,MPV
782,Neon,Saloon
783,Pt Cruiser,Hatchback
784,Pt Cruiser,Saloon
785,Pt Cruiser,Sedan
786,Sebring,Sedan
787,Sebring Le,Saloon
788,Sebring Sedan,Saloon
789,Town County,Station
790,Town County,SUV
791,Voyager,Saloon
792,Voyager,Sedan
793,Voyager,Station Wagon
794,Berlingo,Panel Van
795,Berlingo,SUV
796,Berlingo,Van
797,C 4,Saloon
798,C 4,Sedan
799,C 5 Tourer,SUV
800,C4,Hatchback
801,C4,Pick-Up
802,C4,SUV
803,C5,Sedan
804,C-Elysee,Sedan
805,Ds3,Hatchback
806,Ds5,Hatchback
807,Xantia,Saloon
808,Michigan Loader,Crane
809,Michigan Loader,Loader
810,Veryca,Freezer Truck
811,Veryca,MPV
812,Veryca,Pick-Up
813,Veryca,Refrigerator Pick-Up
814,Veryca,Refrigerator Van
815,Veryca,Van
816,Veryca Mini,Mini Bus
817,Z7,SUV
818,Fork Lift,Fork Lift
819,Companion,Caravan
820,Bf 105,Bus
821,Bf106,Bus
822,Bf106,Coupe
823,Bf106,Unknown
824,Bh 116,Bus
825,Bs090,Bus
826,Bs105,Bus
827,Bs106,Bus
828,K6e6f,Truck
829,K6e6f,Truck With Crane
830,Lanos,Saloon
831,Leganza Sx,Sedan
832,M2s6f,Truck
833,M2s6f,Truck Head
834,Racer,Sedan
835,Sxc6720g,Bus
836,Tractor,Trailer
837,Truck,Sewage Tanker
838,Truck,Trailer
839,Truck,Truck With Box
840,V3tvf,Trailer Head
841,1000,Mini Bus
842,1000,MPV
843,Charade,Hatchback
844,Charade,Sedan
845,Delta,Pick-Up
846,Delta Tipper,Pick-Up
847,Delta Tipper,Tipper P/Up
848,Feroza,Jeep
849,Gran Max,Mini Bus
850,Gran Max,MPV
851,Gran Max,Pick-Up
852,Gran Max,Van
853,Gran Move S/W.,Saloon
854,Gran Move S/W.,Sedan
855,Grand Max,Unknown
856,Jeep,SUV
857,Materia,Hatchback
858,Materia,Saloon
859,Materia,Sedan
860,Rocky Jeep,SUV
861,Sirion,Hatchback
862,Sirion,Saloon
863,Sirion,Sedan
864,Terios,SUV
865,Terrios,Unknown
866,Yrv,Hatchback
867,Yrv,Saloon
868,Yrv,Sedan
869,Sky Line,Saloon
870,Sky Line,Sedan
871,Gator,Tractor
872,Df140 Power,Crane
873,C32,Pick-Up Double Cab
874,C35,Van
875,Icarus 40.17,Telehandler
876,Avenger,Saloon
877,Avenger,Sedan
878,Caliber,Hatchback
879,Caravan,Hatchback
880,Challenger,Coupe
881,Challenger,Saloon
882,Charger,Coupe
883,Charger,Saloon
884,Charger,Sedan
885,Dart,Saloon
886,Dart,Sedan
887,Durango,Station
888,Durango,Station Wagon
889,Durango,SUV
890,Grand,SUV
891,Neon,Sedan
892,Nitro,Station Wagon
893,Nitro,SUV
894,Nitro Rt,Station Wagon
895,Nitro Rt,SUV
896,Nitro Rt,Unknown
897,Ram,Pick-Up
898,Ram,Pick-Up 2-Door Double Cab
899,Ram,Pick-Up 4-Door Double Cab
900,Ram,Unknown
901,Viper,Coupe
902,D30s-5,Fork Lift
903,850,Sweeper
904,Ca250,Roller
905,Road Roller,Roller
906,Vibratory Roller,Roller
907,Cruiser,Bus
908,Heavy Bus,Bus
909,Pick-Up,Pick-Up 4-Door Double Cab
910,S. Cabin P/Up,Pick-Up 2-Door Single Cab
911,Skyline,Bus
912,Starline,Bus
913,Hydra,Crane
914,Truck,Tractor
915,Bus,Bus
916,Sf50,Fork Lift
917,Mobile Crane,Mobile Crane
918,Truck,Tipper Truck
919,348,Coupe
920,360,Coupe
921,458,Coupe
922,488,Coupe
923,512,Coupe
924,599,Coupe
925,612,Coupe
926,348 Tb,Coupe
927,355 Gts,Coupe
928,360 Modena,Convertible
929,360 Modena,Coupe
930,360 Modena F1,Coupe
931,430 Scuderia,Coupe
932,456 M Gta,Coupe
933,458 Italia,Cabriolet
934,458 Italia,Convertible
935,458 Italia,Coupe
936,458 Spider,Coupe
937,488 Gtb,Coupe
938,488 Pista,Coupe/Convertible
939,488 Spider,Coupe
940,488 Spider,Coupe/Cabriolet
941,512 Tr,Coupe
942,550 Maranello,Coupe
943,550 Marenello,Coupe
944,599 Gtb,Coupe
945,599 Gtb,Sedan
946,812 Superfast,Coupe
947,California,Coupe
948,California,Coupe/Cabriolet
949,Enzo,Coupe
950,F 355,Convertible
951,F 355,Coupe
952,F 430,Coupe
953,F 430 Spyder,Coupe
954,F12,Coupe
955,F12 Berlinetta,Coupe
956,F12 Tdf,Coupe
957,F151,Coupe
958,F40,Coupe
959,F430,Convertible
960,F50,Coupe
961,F575m,Coupe
962,F599,Coupe
963,Ff,Coupe
964,Gtc4,Coupe
965,Gtc4lusso,Coupe
966,Laferrari,Coupe
967,Mondial,Coupe
968,Portofino,Coupe
969,Portofino,Coupe/Cabriolet
970,Scuderia Spider 16m,Convertible
971,Testarosa,Coupe
972,Unknown,Coupe/Cabriolet
973,500,Convertible
974,500,Hatchback
975,1100 F,Sedan
976,500 Covertible,Hatchback
977,500 Stealth,Hatchback
978,500l,SUV
979,500x,SUV
980,Abarth,Hatchback
981,Doblo Combo,MPV
982,Ducato,MPV
983,Ducato,Van
984,Fiat 500,Coupe
985,Fiat 500 Lounge,Saloon
986,Fiorino,Van
987,Fiorino Cargo Van,MPV
988,Fiorino Cargo Van,Van
989,Fullback,Pick-Up
990,Harmony,Motorhome
991,Karma,Sedan
992,Bed,Flat Bed Trailer
993,Bed,Pick-Up
994,Bed,Trailer
995,Traveller,Mini Bus
996,500,Saloon
997,500,Sedan
998,Ac Cobra,Coupe
999,Aeromaster,Van
1000,Caravan,Caravan
1001,Cargo Truck,Tipper Truck
1002,Cargo Truck,Truck
1003,Crown Victoria,Saloon
1004,Crown Victoria,Sedan
1005,Crown Victoria,Unknown
1006,E 150,MPV
1007,E 150,Pick-Up
1008,E 250,Van
1009,E 350,Van
1010,E 450,Caravan
1011,E 450,MPV
1012,E 450,Van
1013,Econoline,MPV
1014,Econoline,Pick-Up
1015,Ecosport,SUV
1016,Edge,SUV
1017,Edge,Unknown
1018,Escape,Station
1019,Escape,Station Wagon
1020,Escape,SUV
1021,Everest,SUV
1022,Excursion,Station
1023,Expedition,Station Wagon
1024,Expedition,Unknown
1025,Expedition   El,Station Wagon
1026,Expedition   El,SUV
1027,Explorer,SUV
1028,Explorer Sport Trac,Pick-Up Double Cab
1029,F 150,Unknown
1030,F 150 Raptor,Double Cabin P/Up
1031,F 150 Raptor,Pick-Up
1032,F 150 Raptor,Unknown
1033,F 250,Pick-Up
1034,F 350,Ambulance
1035,F 350,Pick-Up
1036,F 450,MPV
1037,F 450,Pick-Up
1038,F 450,Van
1039,F100,Pick-Up
1040,F150,Pick-Up
1041,F-150,Pick-Up 2-Door Single Cab
1042,F-150,Pick-Up 4-Door Double Cab
1043,F-150,Unknown
1044,F150   Roush,Pick-Up
1045,F-350,Pick-Up Double Cab
1046,F-350,Van
1047,F-500,Coupe
1048,F-550,Pick-Up Single Cab
1049,Fairlane,Coupe
1050,Fiesta,Hatchback
1051,Fiesta,Saloon
1052,Fiesta,Sedan
1053,Figo,Hatchback
1054,Figo,Saloon
1055,Figo,Sedan
1056,Figo,Unknown
1057,Five Hundred,Sedan
1058,Flex,Station
1059,Flex,Station Wagon
1060,Flex,SUV
1061,Flex,Unknown
1062,Focus,Hatchback
1063,Focus,Pick-Up
1064,Focus,Sedan
1065,Fusion,Saloon
1066,Fusion,Sedan
1067,Fusion,Station Wagon
1068,Fusion,Unknown
1069,Gt Coupe,Coupe
1070,Lincoln,Saloon
1071,Lincoln,Sedan
1072,Lincoln,Unknown
1073,Mondeo,Estate
1074,Mondeo,Saloon
1075,Mondeo,Unknown
1076,Mountaineer,SUV
1077,Mustang,Convertible
1078,Mustang,Coupe
1079,Mustang,Saloon
1080,Mustang,Sedan
1081,Mustang,Unknown
1082,Mustang Roush,Coupe
1083,Mustang Shelby,Coupe
1084,Ranger,Pick-Up 2-Door Single Cab
1085,Ranger R239,Pick-Up
1086,Sport Trac,Pick-Up
1087,Taurus,Saloon
1088,Taurus,Sedan
1089,Taurus,Unknown
1090,Thunderbird,Coupe
1091,Transit,MPV
1092,Transit,Van
1093,Transit Tourneo Cust,Wagon
1094,Vista,Hatchback
1095,Windstar,Van
1096,Lacrosse Towab,Caravan
1097,Bobcat T3571,Fork Lift
1098,Bulgaria,Fork Lift
1099,Bulgaria,Forklift Wheel
1100,Fsv,Crusher
1101,Fsv,Forklift Wheel
1102,Tlihanlr,Forklift Wheel
1103,Aumark,Freezer Truck
1104,Aumark,P/Up With Box
1105,Aumark,Pick-Up
1106,Foton P/Up,Double Cabin P/Up
1107,Foton P/Up,Pick-Up
1108,Foton P/Up,Station Wagon
1109,Minivan,Bus
1110,Minivan,MPV
1111,Minivan,Pick-Up
1112,Sauvana,SUV
1113,View,Bus
1114,View,Mini Bus
1115,Trailer Head,Trailer Head
1116,Quy50a,Crawler Crane
1117,Ga3,Sedan
1118,Gs4,SUV
1119,Gs5,SUV
