id,zipcode,city,combi
1242,3033,Wohlen b. Bern,3033 Wohlen b. Bern
1243,3034,Murzelen,3034 Murzelen
1244,3035,Frieswil,3035 Frieswil
1245,3036,Detligen,3036 Detligen
1246,3037,Herrenschwanden,3037 Herrenschwanden
1247,3038,Kirchlindach,3038 Kirchlindach
1248,3042,Ortschwaben,3042 Ortschwaben
1249,3043,Uettligen,3043 Uettligen
1250,3044,Innerberg,3044 Innerberg
1251,3045,Meikirch,3045 Meikirch
1252,3046,Wahlendorf,3046 Wahlendorf
1253,3047,Bremgarten b. Bern,3047 Bremgarten b. Bern
1254,3048,Worblaufen,3048 Worblaufen
1255,3049,Säriswil,3049 Säriswil
1256,3052,Zollikofen,3052 Zollikofen
1257,3053,Deisswil Mbuchsee,3053 Deisswil Mbuchsee
1258,3053,Diemerswil,3053 Diemerswil
1259,3053,Lätti,3053 Lätti
1260,3053,Münchenbuchsee,3053 Münchenbuchsee
1261,3053,Wiggiswil,3053 Wiggiswil
1262,3054,Schüpfen,3054 Schüpfen
1263,3063,Ittigen,3063 Ittigen
1264,3065,Bolligen,3065 Bolligen
1265,3066,Stettlen,3066 Stettlen
1266,3067,Boll,3067 Boll
1267,3068,Utzigen,3068 Utzigen
1268,3072,Ostermundigen,3072 Ostermundigen
1269,3073,Gümligen,3073 Gümligen
1270,3074,Muri b. Bern,3074 Muri b. Bern
1271,3075,Rüfenacht BE,3075 Rüfenacht BE
1272,3075,Vielbringen Worb,3075 Vielbringen Worb
1273,3076,Worb,3076 Worb
1274,3077,Enggistein,3077 Enggistein
1275,3078,Richigen,3078 Richigen
1276,3082,Schlosswil,3082 Schlosswil
1277,3083,Trimstein,3083 Trimstein
1278,3084,Wabern,3084 Wabern
1279,3086,Englisberg,3086 Englisberg
1280,3086,Zimmerwald,3086 Zimmerwald
1281,3087,Niedermuhlern,3087 Niedermuhlern
1282,3088,Oberbütschel,3088 Oberbütschel
1283,3088,Rüeggisberg,3088 Rüeggisberg
1284,3089,Hinterfultigen,3089 Hinterfultigen
1285,3095,Spiegel b. Bern,3095 Spiegel b. Bern
1286,3096,Oberbalm,3096 Oberbalm
1287,3097,Liebefeld,3097 Liebefeld
1288,3098,Köniz,3098 Köniz
1289,3098,Schliern b. Köniz,3098 Schliern b. Köniz
1290,3099,Rüti b. Riggisberg,3099 Rüti b. Riggisberg
1291,3110,Münsingen,3110 Münsingen
1292,3111,Tägertschi,3111 Tägertschi
1293,3112,Allmendingen b. BE,3112 Allmendingen b. BE
1294,3113,Rubigen,3113 Rubigen
1295,3114,Wichtrach,3114 Wichtrach
1296,3115,Gerzensee,3115 Gerzensee
1297,3116,Kirchdorf BE,3116 Kirchdorf BE
1298,3116,Mühledorf BE,3116 Mühledorf BE
1299,3116,Noflen BE,3116 Noflen BE
1300,3122,Kehrsatz,3122 Kehrsatz
1301,3123,Belp,3123 Belp
1302,3124,Belpberg,3124 Belpberg
1303,3125,Toffen,3125 Toffen
1304,3126,Gelterfingen,3126 Gelterfingen
1305,3126,Kaufdorf,3126 Kaufdorf
1306,3127,Lohnstorf,3127 Lohnstorf
1307,3127,Mühlethurnen,3127 Mühlethurnen
1308,3128,Kirchenthurnen,3128 Kirchenthurnen
1309,3128,Rümligen,3128 Rümligen
1310,3132,Riggisberg,3132 Riggisberg
1311,3144,Gasel,3144 Gasel
1312,3145,Niederscherli,3145 Niederscherli
1313,3147,Mittelhäusern,3147 Mittelhäusern
1314,3148,Lanzenhäusern,3148 Lanzenhäusern
1315,3150,Schwarzenburg,3150 Schwarzenburg
1316,3152,Mamishaus,3152 Mamishaus
1317,3153,Rüschegg Gambach,3153 Rüschegg Gambach
1318,3154,Rüschegg Heubach,3154 Rüschegg Heubach
1319,3155,Helgisried,3155 Helgisried
1320,3156,Riffenmatt,3156 Riffenmatt
1321,3157,Milken,3157 Milken
1322,3158,Guggisberg,3158 Guggisberg
1323,3159,Riedstätt,3159 Riedstätt
1324,3172,Niederwangen BE,3172 Niederwangen BE
1325,3173,Oberwangen b. Bern,3173 Oberwangen b. Bern
1326,3174,Thörishaus,3174 Thörishaus
1327,3175,Flamatt,3175 Flamatt
1328,3176,Neuenegg,3176 Neuenegg
1329,3177,Laupen BE,3177 Laupen BE
1330,3178,Bösingen,3178 Bösingen
1331,3179,Kriechenwil,3179 Kriechenwil
1332,3182,Ueberstorf,3182 Ueberstorf
1333,3183,Albligen,3183 Albligen
1334,3184,Wünnewil,3184 Wünnewil
1335,3185,Schmitten FR,3185 Schmitten FR
1336,3186,Düdingen,3186 Düdingen
1337,3202,Frauenkappelen,3202 Frauenkappelen
1338,3203,Mühleberg,3203 Mühleberg
1339,3204,Rosshäusern,3204 Rosshäusern
1340,3205,Gümmenen,3205 Gümmenen
1341,3206,Biberen,3206 Biberen
1342,3206,Ferenbalm,3206 Ferenbalm
1343,3206,Gammen,3206 Gammen
1344,3206,Rizenbach,3206 Rizenbach
1345,3206,Wallenbuch,3206 Wallenbuch
1346,3207,Golaten,3207 Golaten
1347,3207,Wileroltigen,3207 Wileroltigen
1348,3208,Gurbrü,3208 Gurbrü
1349,3210,Kerzers,3210 Kerzers
1350,3212,Gurmels,3212 Gurmels
1351,3212,Kleingurmels,3212 Kleingurmels
1352,3213,Kleinbösingen,3213 Kleinbösingen
1353,3213,Liebistorf,3213 Liebistorf
1354,3214,Ulmiz,3214 Ulmiz
1355,3215,Büchslen,3215 Büchslen
1356,3215,Gempenach,3215 Gempenach
1357,3215,Lurtigen,3215 Lurtigen
1358,3216,Agriswil,3216 Agriswil
1359,3216,Ried b. Kerzers,3216 Ried b. Kerzers
1360,3225,Müntschemier,3225 Müntschemier
1361,3226,Treiten,3226 Treiten
1362,3232,Ins,3232 Ins
1363,3233,Tschugg,3233 Tschugg
1364,3234,Vinelz,3234 Vinelz
1365,3235,Erlach,3235 Erlach
1366,3236,Gampelen,3236 Gampelen
1367,3237,Brüttelen,3237 Brüttelen
1368,3238,Gals,3238 Gals
1369,3250,Lyss,3250 Lyss
1370,3251,Ruppoldsried,3251 Ruppoldsried
1371,3251,Wengi b. Büren,3251 Wengi b. Büren
1372,3252,Worben,3252 Worben
1373,3253,Schnottwil,3253 Schnottwil
1374,3254,Balm b. Messen,3254 Balm b. Messen
1375,3254,Messen,3254 Messen
1376,3255,Rapperswil BE,3255 Rapperswil BE
1377,3256,Bangerten,3256 Bangerten
1378,3256,Dieterswil,3256 Dieterswil
1379,3256,Seewil,3256 Seewil
1380,3257,Ammerzwil BE,3257 Ammerzwil BE
1381,3257,Grossaffoltern,3257 Grossaffoltern
1382,3262,Suberg,3262 Suberg
1383,3263,Büetigen,3263 Büetigen
1384,3264,Diessbach b. Büren,3264 Diessbach b. Büren
1385,3266,Wiler b. Seedorf,3266 Wiler b. Seedorf
1386,3267,Seedorf BE,3267 Seedorf BE
1387,3268,Lobsigen,3268 Lobsigen
1388,3270,Aarberg,3270 Aarberg
1389,3271,Radelfingen,3271 Radelfingen
1390,3272,Epsach,3272 Epsach
1391,3272,Walperswil,3272 Walperswil
1392,3273,Kappelen,3273 Kappelen
1393,3274,Bühl BE,3274 Bühl BE
1394,3274,Hermrigen,3274 Hermrigen
1395,3274,Merzligen,3274 Merzligen
1396,3280,Greng,3280 Greng
1397,3280,Meyriez,3280 Meyriez
1398,3280,Murten,3280 Murten
1399,3282,Bargen BE,3282 Bargen BE
1400,3283,Kallnach,3283 Kallnach
1401,3283,Niederried b. Kall,3283 Niederried b. Kall
1402,3284,Fräschels,3284 Fräschels
1403,3285,Galmiz,3285 Galmiz
1404,3286,Muntelier,3286 Muntelier
1405,3292,Busswil BE,3292 Busswil BE
1406,3293,Dotzigen,3293 Dotzigen
1407,3294,Büren an der Aare,3294 Büren an der Aare
1408,3294,Meienried,3294 Meienried
1409,3295,Rüti b. Büren,3295 Rüti b. Büren
1410,3296,Arch,3296 Arch
1411,3297,Leuzigen,3297 Leuzigen
1412,3298,Oberwil b. Büren,3298 Oberwil b. Büren
1413,3302,Moosseedorf,3302 Moosseedorf
1414,3303,Ballmoos,3303 Ballmoos
1415,3303,Jegenstorf,3303 Jegenstorf
1416,3303,Münchringen,3303 Münchringen
1417,3303,Zuzwil BE,3303 Zuzwil BE
1418,3305,Iffwil,3305 Iffwil
1419,3305,Scheunen,3305 Scheunen
1420,3306,Etzelkofen,3306 Etzelkofen
1421,3307,Brunnenthal,3307 Brunnenthal
1422,3308,Grafenried,3308 Grafenried
1423,3309,Kernenried,3309 Kernenried
1424,3309,Zauggenried,3309 Zauggenried
1425,3312,Fraubrunnen,3312 Fraubrunnen
1426,3313,Büren zum Hof,3313 Büren zum Hof
1427,3314,Schalunen,3314 Schalunen
1428,3315,Bätterkinden,3315 Bätterkinden
1429,3315,Kräiligen,3315 Kräiligen
1430,3317,Limpach,3317 Limpach
1431,3317,Mülchi,3317 Mülchi
1432,3322,Mattstetten,3322 Mattstetten
1433,3322,Urtenen-Schönbühl,3322 Urtenen-Schönbühl
1434,3323,Bäriswil BE,3323 Bäriswil BE
1435,3324,Hindelbank,3324 Hindelbank
1436,3324,Mötschwil,3324 Mötschwil
1437,3325,Hettiswil,3325 Hettiswil
1438,3326,Krauchthal,3326 Krauchthal
1439,3360,Herzogenbuchsee,3360 Herzogenbuchsee
1440,3362,Niederönz,3362 Niederönz
1441,3363,Oberönz,3363 Oberönz
1442,3365,Grasswil,3365 Grasswil
1443,3365,Seeberg,3365 Seeberg
1444,3366,Bettenhausen,3366 Bettenhausen
1445,3366,Bollodingen,3366 Bollodingen
1446,3367,Ochlenberg,3367 Ochlenberg
1447,3367,Thörigen,3367 Thörigen
1448,3368,Bleienbach,3368 Bleienbach
1449,3372,Wanzwil,3372 Wanzwil
1450,3373,Heimenhausen,3373 Heimenhausen
1451,3373,Röthenbach Hbsee,3373 Röthenbach Hbsee
1452,3374,Wangenried,3374 Wangenried
1453,3375,Inkwil,3375 Inkwil
1454,3376,Berken,3376 Berken
1455,3376,Graben,3376 Graben
1456,3377,Walliswil b.Wangen,3377 Walliswil b.Wangen
1457,3380,Walliswil-Nbipp,3380 Walliswil-Nbipp
1458,3380,Wangen an der Aare,3380 Wangen an der Aare
1459,3400,Burgdorf,3400 Burgdorf
1460,3412,Heimiswil,3412 Heimiswil
1461,3413,Kaltacker,3413 Kaltacker
1462,3414,Oberburg,3414 Oberburg
1463,3415,Hasle b. Burgdorf,3415 Hasle b. Burgdorf
1464,3415,Rüegsauschachen,3415 Rüegsauschachen
1465,3415,Schafhausen i. E.,3415 Schafhausen i. E.
1466,3416,Affoltern BE,3416 Affoltern BE
1467,3417,Rüegsau,3417 Rüegsau
1468,3418,Rüegsbach,3418 Rüegsbach
1469,3419,Biembach,3419 Biembach
1470,3421,Lyssach,3421 Lyssach
1471,3421,Rüti b. Lyssach,3421 Rüti b. Lyssach
1472,3422,Alchenflüh,3422 Alchenflüh
1473,3422,Kirchberg BE,3422 Kirchberg BE
1474,3422,Rüdtligen,3422 Rüdtligen
1475,3423,Ersigen,3423 Ersigen
1476,3424,Niederösch,3424 Niederösch
1477,3424,Oberösch,3424 Oberösch
1478,3425,Koppigen,3425 Koppigen
1479,3425,Willadingen,3425 Willadingen
1480,3426,Aefligen,3426 Aefligen
1481,3427,Utzenstorf,3427 Utzenstorf
1482,3428,Wiler b.Utzenstorf,3428 Wiler b.Utzenstorf
1483,3429,Hellsau,3429 Hellsau
1484,3429,Höchstetten,3429 Höchstetten
1485,3432,Lützelflüh-Goldb,3432 Lützelflüh-Goldb
1486,3433,Schwanden i. E.,3433 Schwanden i. E.
1487,3434,Landiswil,3434 Landiswil
1488,3434,Obergoldbach,3434 Obergoldbach
1489,3435,Ramsei,3435 Ramsei
1490,3436,Zollbrück,3436 Zollbrück
1491,3437,Rüderswil,3437 Rüderswil
1492,3438,Lauperswil,3438 Lauperswil
1493,3439,Ranflüh,3439 Ranflüh
1494,3452,Grünenmatt,3452 Grünenmatt
1495,3453,Heimisbach,3453 Heimisbach
1496,3454,Sumiswald,3454 Sumiswald
1497,3455,Grünen,3455 Grünen
1498,3456,Trachselwald,3456 Trachselwald
1499,3457,Wasen im Emmental,3457 Wasen im Emmental
1500,3462,Weier im Emmental,3462 Weier im Emmental
1501,3463,Häusernmoos,3463 Häusernmoos
1502,3464,Schmidigen-Mühlew,3464 Schmidigen-Mühlew
1503,3465,Dürrenroth,3465 Dürrenroth
1504,3472,Rumendingen,3472 Rumendingen
1505,3472,Wynigen,3472 Wynigen
1506,3473,Alchenstorf,3473 Alchenstorf
1507,3474,Rüedisbach,3474 Rüedisbach
1508,3475,Hermiswil,3475 Hermiswil
1509,3475,Riedtwil,3475 Riedtwil
1510,3476,Oschwand,3476 Oschwand
1511,3503,Gysenstein,3503 Gysenstein
1512,3504,Niederhünigen,3504 Niederhünigen
1513,3504,Oberhünigen,3504 Oberhünigen
1514,3506,Grosshöchstetten,3506 Grosshöchstetten
1515,3507,Biglen,3507 Biglen
1516,3508,Arni BE,3508 Arni BE
1517,3510,Freimettigen,3510 Freimettigen
1518,3510,Häutligen,3510 Häutligen
1519,3510,Konolfingen,3510 Konolfingen
1520,3512,Walkringen,3512 Walkringen
1521,3513,Bigenthal,3513 Bigenthal
1522,3531,Oberthal,3531 Oberthal
1523,3532,Mirchel,3532 Mirchel
1524,3532,Zäziwil,3532 Zäziwil
1525,3533,Bowil,3533 Bowil
1526,3534,Signau,3534 Signau
1527,3535,Schüpbach,3535 Schüpbach
1528,3536,Aeschau,3536 Aeschau
1529,3537,Eggiwil,3537 Eggiwil
1530,3538,Röthenbach i. E.,3538 Röthenbach i. E.
1531,3543,Emmenmatt,3543 Emmenmatt
1532,3550,Langnau i. E.,3550 Langnau i. E.
1533,3551,Oberfrittenbach,3551 Oberfrittenbach
1534,3552,Bärau,3552 Bärau
1535,3553,Gohl,3553 Gohl
1536,3555,Trubschachen,3555 Trubschachen
1537,3556,Trub,3556 Trub
1538,3557,Fankhaus (Trub),3557 Fankhaus (Trub)
1539,3600,Thun,3600 Thun
1540,3603,Thun,3603 Thun
1541,3604,Thun,3604 Thun
1542,3608,Thun,3608 Thun
1543,3612,Steffisburg,3612 Steffisburg
1544,3613,Steffisburg,3613 Steffisburg
1545,3614,Unterlangenegg,3614 Unterlangenegg
1546,3615,Heimenschwand,3615 Heimenschwand
1547,3616,Schwarzenegg,3616 Schwarzenegg
1548,3617,Fahrni b. Thun,3617 Fahrni b. Thun
1549,3618,Süderen,3618 Süderen
1550,3619,Eriz,3619 Eriz
1551,3619,Innereriz,3619 Innereriz
1552,3622,Homberg b. Thun,3622 Homberg b. Thun
1553,3623,Buchen BE,3623 Buchen BE
1554,3623,Horrenbach,3623 Horrenbach
1555,3623,Teuffenthal BE,3623 Teuffenthal BE
1556,3624,Goldiwil (Thun),3624 Goldiwil (Thun)
1557,3624,Schwendibach,3624 Schwendibach
1558,3625,Heiligenschwendi,3625 Heiligenschwendi
1559,3626,Hünibach,3626 Hünibach
1560,3627,Heimberg,3627 Heimberg
1561,3628,Uttigen,3628 Uttigen
1562,3629,Jaberg,3629 Jaberg
1563,3629,Kiesen,3629 Kiesen
1564,3629,Oppligen,3629 Oppligen
1565,3631,Höfen b. Thun,3631 Höfen b. Thun
1566,3632,Niederstocken,3632 Niederstocken
1567,3632,Oberstocken,3632 Oberstocken
1568,3633,Amsoldingen,3633 Amsoldingen
1569,3634,Thierachern,3634 Thierachern
1570,3635,Uebeschi,3635 Uebeschi
1571,3636,Forst,3636 Forst
1572,3636,Längenbühl,3636 Längenbühl
1573,3638,Blumenstein,3638 Blumenstein
1574,3638,Pohlern,3638 Pohlern
1575,3645,Gwatt (Thun),3645 Gwatt (Thun)
1576,3645,Zwieselberg,3645 Zwieselberg
1577,3646,Einigen,3646 Einigen
1578,3647,Reutigen,3647 Reutigen
1579,3652,Hilterfingen,3652 Hilterfingen
1580,3653,Oberhofen Thun'see,3653 Oberhofen Thun'see
1581,3654,Gunten,3654 Gunten
1582,3655,Sigriswil,3655 Sigriswil
1583,3656,Aeschlen ob Gunten,3656 Aeschlen ob Gunten
1584,3656,Ringoldswil,3656 Ringoldswil
1585,3656,Tschingel,3656 Tschingel
1586,3657,Schwanden Sigrisw,3657 Schwanden Sigrisw
1587,3658,Merligen,3658 Merligen
1588,3661,Uetendorf,3661 Uetendorf
1589,3662,Seftigen,3662 Seftigen
1590,3663,Gurzelen,3663 Gurzelen
1591,3664,Burgistein,3664 Burgistein
1592,3665,Wattenwil,3665 Wattenwil
1593,3671,Brenzikofen,3671 Brenzikofen
1594,3671,Herbligen,3671 Herbligen
1595,3672,Aeschlen,3672 Aeschlen
1596,3672,Oberdiessbach,3672 Oberdiessbach
1597,3673,Linden,3673 Linden
1598,3674,Bleiken,3674 Bleiken
1599,3700,Spiez,3700 Spiez
1600,3702,Hondrich,3702 Hondrich
1601,3703,Aeschi b. Spiez,3703 Aeschi b. Spiez
1602,3703,Aeschiried,3703 Aeschiried
1603,3704,Krattigen,3704 Krattigen
1604,3705,Faulensee,3705 Faulensee
1605,3706,Leissigen,3706 Leissigen
1606,3707,Därligen,3707 Därligen
1607,3711,Emdthal,3711 Emdthal
1608,3711,Mülenen,3711 Mülenen
1609,3713,Reichenbach i. K.,3713 Reichenbach i. K.
1610,3714,Frutigen,3714 Frutigen
1611,3714,Wengi b. Frutigen,3714 Wengi b. Frutigen
1612,3715,Adelboden,3715 Adelboden
1613,3716,Kandergrund,3716 Kandergrund
1614,3717,Blausee-Mitholz,3717 Blausee-Mitholz
1615,3718,Kandersteg,3718 Kandersteg
1616,3722,Scharnachtal,3722 Scharnachtal
1617,3723,Kiental,3723 Kiental
1618,3724,Ried (Frutigen),3724 Ried (Frutigen)
1619,3725,Achseten,3725 Achseten
1620,3752,Wimmis,3752 Wimmis
1621,3753,Oey,3753 Oey
1622,3754,Diemtigen,3754 Diemtigen
1623,3755,Horboden,3755 Horboden
1624,3756,Zwischenflüh,3756 Zwischenflüh
1625,3757,Schwenden,3757 Schwenden
1626,3758,Latterbach,3758 Latterbach
1627,3762,Erlenbach i. S.,3762 Erlenbach i. S.
1628,3763,Därstetten,3763 Därstetten
1629,3764,Weissenburg,3764 Weissenburg
1630,3765,Oberwil i. S.,3765 Oberwil i. S.
1631,3766,Boltigen,3766 Boltigen
1632,3770,Zweisimmen,3770 Zweisimmen
1633,3771,Blankenburg,3771 Blankenburg
1634,3772,St. Stephan,3772 St. Stephan
1635,3773,Matten(St.Stephan),3773 Matten(St.Stephan)
1636,3775,Lenk im Simmental,3775 Lenk im Simmental
1637,3776,Oeschseite,3776 Oeschseite
1638,3777,Saanenmöser,3777 Saanenmöser
1639,3778,Schönried,3778 Schönried
1640,3780,Gstaad,3780 Gstaad
1641,3781,Turbach,3781 Turbach
1642,3782,Lauenen b. Gstaad,3782 Lauenen b. Gstaad
1643,3783,Grund b. Gstaad,3783 Grund b. Gstaad
1644,3784,Feutersoey,3784 Feutersoey
1645,3785,Gsteig b. Gstaad,3785 Gsteig b. Gstaad
1646,3792,Saanen,3792 Saanen
1647,3800,Interlaken,3800 Interlaken
1648,3800,Matten b. Interl,3800 Matten b. Interl
1649,3800,Sundlauenen,3800 Sundlauenen
1650,3800,Unterseen,3800 Unterseen
1651,3801,Jungfraujoch,3801 Jungfraujoch
1652,3803,Beatenberg,3803 Beatenberg
1653,3804,Habkern,3804 Habkern
1654,3805,Goldswil,3805 Goldswil
1655,3806,Bönigen,3806 Bönigen
1656,3807,Iseltwald,3807 Iseltwald
1657,3812,Wilderswil,3812 Wilderswil
1658,3813,Saxeten,3813 Saxeten
1659,3814,Gsteigwiler,3814 Gsteigwiler
1660,3815,Gündlischwand,3815 Gündlischwand
1661,3815,Zweilütschinen,3815 Zweilütschinen
1662,3816,Burglauenen,3816 Burglauenen
1663,3816,Lütschental,3816 Lütschental
1664,3818,Grindelwald,3818 Grindelwald
1665,3822,Isenfluh,3822 Isenfluh
1666,3822,Lauterbrunnen,3822 Lauterbrunnen
1667,3823,Eigergletscher,3823 Eigergletscher
1668,3823,Kleine Scheidegg,3823 Kleine Scheidegg
1669,3823,Wengen,3823 Wengen
1670,3824,Stechelberg,3824 Stechelberg
1671,3825,Mürren,3825 Mürren
1672,3826,Gimmelwald,3826 Gimmelwald
1673,3852,Ringgenberg BE,3852 Ringgenberg BE
1674,3853,Niederried Interl,3853 Niederried Interl
1675,3854,Oberried Brienz,3854 Oberried Brienz
1676,3855,Axalp,3855 Axalp
1677,3855,Brienz BE,3855 Brienz BE
1678,3855,Schwanden-Brienz,3855 Schwanden-Brienz
1679,3856,Brienzwiler,3856 Brienzwiler
1680,3857,Unterbach BE,3857 Unterbach BE
1681,3858,Hofstetten BE,3858 Hofstetten BE
1682,3860,Brünig,3860 Brünig
1683,3860,Meiringen,3860 Meiringen
1684,3860,Rosenlaui,3860 Rosenlaui
1685,3860,Schattenhalb,3860 Schattenhalb
1686,3862,Innertkirchen,3862 Innertkirchen
1687,3863,Gadmen,3863 Gadmen
1688,3864,Guttannen,3864 Guttannen
1689,3900,Brig,3900 Brig
1690,3900,Brigerbad,3900 Brigerbad
1691,3900,Gamsen,3900 Gamsen
1692,3901,Rothwald,3901 Rothwald
1693,3902,Glis,3902 Glis
1694,3903,Birgisch,3903 Birgisch
1695,3903,Mund,3903 Mund
1696,3904,Naters,3904 Naters
1697,3905,Saas-Almagell,3905 Saas-Almagell
1698,3906,Saas-Fee,3906 Saas-Fee
1699,3907,Gabi (Simplon),3907 Gabi (Simplon)
1700,3907,Gondo,3907 Gondo
1701,3907,Simplon Dorf,3907 Simplon Dorf
1702,3907,Simplon Hospiz,3907 Simplon Hospiz
1703,3908,Saas-Balen,3908 Saas-Balen
1704,3910,Saas-Grund,3910 Saas-Grund
1705,3911,Ried-Brig,3911 Ried-Brig
1706,3912,Termen,3912 Termen
1707,3913,Rosswald,3913 Rosswald
1708,3914,Belalp,3914 Belalp
1709,3914,Blatten b. Naters,3914 Blatten b. Naters
1710,3916,Ferden,3916 Ferden
1711,3917,Goppenstein,3917 Goppenstein
1712,3917,Kippel,3917 Kippel
1713,3918,Wiler (Lötschen),3918 Wiler (Lötschen)
1714,3919,Blatten(Lötschen),3919 Blatten(Lötschen)
1715,3920,Zermatt,3920 Zermatt
1716,3922,Eisten,3922 Eisten
1717,3922,Kalpetran,3922 Kalpetran
1718,3922,Stalden VS,3922 Stalden VS
1719,3923,Törbel,3923 Törbel
1720,3924,St. Niklaus VS,3924 St. Niklaus VS
1721,3925,Grächen,3925 Grächen
1722,3926,Embd,3926 Embd
1723,3927,Herbriggen,3927 Herbriggen
1724,3928,Randa,3928 Randa
1725,3929,Täsch,3929 Täsch
1726,3930,Eyholz,3930 Eyholz
1727,3930,Visp,3930 Visp
1728,3931,Lalden,3931 Lalden
1729,3932,Visperterminen,3932 Visperterminen
1730,3933,Staldenried,3933 Staldenried
1731,3934,Zeneggen,3934 Zeneggen
1732,3935,Bürchen,3935 Bürchen
1733,3937,Baltschieder,3937 Baltschieder
1734,3938,Ausserberg,3938 Ausserberg
1735,3939,Eggerberg,3939 Eggerberg
1736,3940,Steg VS,3940 Steg VS
1737,3942,Niedergesteln,3942 Niedergesteln
1738,3942,Raron,3942 Raron
1739,3942,St. German,3942 St. German
1740,3943,Eischoll,3943 Eischoll
1741,3944,Unterbäch VS,3944 Unterbäch VS
1742,3945,Gampel,3945 Gampel
1743,3945,Niedergampel,3945 Niedergampel
1744,3946,Gruben,3946 Gruben
1745,3946,Turtmann,3946 Turtmann
1746,3947,Ergisch,3947 Ergisch
1747,3948,Oberems,3948 Oberems
1748,3948,Unterems,3948 Unterems
1749,3949,Hohtenn,3949 Hohtenn
1750,3951,Agarn,3951 Agarn
1751,3952,Susten,3952 Susten
1752,3953,Inden,3953 Inden
1753,3953,Leuk Stadt,3953 Leuk Stadt
1754,3953,Varen,3953 Varen
1755,3954,Leukerbad,3954 Leukerbad
1756,3955,Albinen,3955 Albinen
1757,3956,Guttet-Feschel,3956 Guttet-Feschel
1758,3957,Bratsch,3957 Bratsch
1759,3957,Erschmatt,3957 Erschmatt
1760,3960,Corin-de-la-CrÁte,3960 Corin-de-la-CrÁte
1761,3960,Loc,3960 Loc
1762,3960,Muraz (Sierre),3960 Muraz (Sierre)
1763,3960,Niouc,3960 Niouc
1764,3960,Sierre,3960 Sierre
1765,3961,Ayer,3961 Ayer
1766,3961,Chandolin,3961 Chandolin
1767,3961,Grimentz,3961 Grimentz
1768,3961,Mission,3961 Mission
1769,3961,St-Jean VS,3961 St-Jean VS
1770,3961,St-Luc,3961 St-Luc
1771,3961,Vissoie,3961 Vissoie
1772,3961,Zinal,3961 Zinal
1773,3963,Aminona,3963 Aminona
1774,3963,Crans-Montana,3963 Crans-Montana
1775,3963,Montana,3963 Montana
1776,3965,Chippis,3965 Chippis
1777,3966,Chalais,3966 Chalais
1778,3966,Réchy,3966 Réchy
1779,3967,Vercorin,3967 Vercorin
1780,3968,Veyras,3968 Veyras
1781,3970,Salgesch,3970 Salgesch
1782,3971,Chermignon,3971 Chermignon
1783,3971,Chermignon-Bas,3971 Chermignon-Bas
1784,3971,Ollon VS,3971 Ollon VS
1785,3972,MiÁge,3972 MiÁge
1786,3973,Venthône,3973 Venthône
1787,3974,Mollens VS,3974 Mollens VS
1788,3975,Randogne,3975 Randogne
1789,3976,Champzabé,3976 Champzabé
1790,3976,Noës,3976 Noës
1791,3977,Granges VS,3977 Granges VS
1792,3978,Flanthey,3978 Flanthey
1793,3979,Grône,3979 Grône
1794,3982,Bitsch,3982 Bitsch
1795,3983,Bister,3983 Bister
1796,3983,Filet,3983 Filet
1797,3983,Goppisberg,3983 Goppisberg
1798,3983,Greich,3983 Greich
1799,3983,Mörel,3983 Mörel
1800,3984,Fiesch,3984 Fiesch
1801,3984,Fieschertal,3984 Fieschertal
1802,3985,Geschinen,3985 Geschinen
1803,3985,Münster VS,3985 Münster VS
1804,3986,Ried-Mörel,3986 Ried-Mörel
1805,3987,Riederalp,3987 Riederalp
1806,3988,Obergesteln,3988 Obergesteln
1807,3988,Ulrichen,3988 Ulrichen
1808,3989,Biel VS,3989 Biel VS
1809,3989,Blitzingen,3989 Blitzingen
1810,3989,Niederwald,3989 Niederwald
1811,3989,Ritzingen,3989 Ritzingen
1812,3989,Selkingen,3989 Selkingen
1813,3991,Betten,3991 Betten
1814,3992,Bettmeralp,3992 Bettmeralp
1815,3993,Grengiols,3993 Grengiols
1816,3994,Lax,3994 Lax
1817,3994,Martisberg,3994 Martisberg
1818,3995,Ausserbinn,3995 Ausserbinn
1819,3995,Ernen,3995 Ernen
1820,3995,Mühlebach (Goms),3995 Mühlebach (Goms)
1821,3995,Steinhaus,3995 Steinhaus
1822,3996,Binn,3996 Binn
1823,3997,Bellwald,3997 Bellwald
1824,3998,Gluringen,3998 Gluringen
1825,3998,Reckingen VS,3998 Reckingen VS
1826,3999,Oberwald,3999 Oberwald
1827,4001,Basel,4001 Basel
1828,4051,Basel,4051 Basel
1829,4052,Basel,4052 Basel
1830,4053,Basel,4053 Basel
1831,4054,Basel,4054 Basel
1832,4055,Basel,4055 Basel
1833,4056,Basel,4056 Basel
1834,4057,Basel,4057 Basel
1835,4058,Basel,4058 Basel
1836,4059,Basel,4059 Basel
1837,4101,Bruderholz,4101 Bruderholz
1838,4102,Binningen,4102 Binningen
1839,4103,Bottmingen,4103 Bottmingen
1840,4104,Oberwil BL,4104 Oberwil BL
1841,4105,Biel-Benken BL,4105 Biel-Benken BL
1842,4106,Therwil,4106 Therwil
1843,4107,Ettingen,4107 Ettingen
1844,4108,Witterswil,4108 Witterswil
1845,4112,Bättwil,4112 Bättwil
1846,4112,Flüh,4112 Flüh
1847,4114,Hofstetten SO,4114 Hofstetten SO
